ProductID,Review,battery life,camera quality,screen,performance,price,Rating,sentiment_score,sentiment_pred,sentiment,quality_prescence,satisfi_prescence,excellent_prescence,disappointing_prescence,bad_prescence,terrible_prescence,worst_prescence,outstanding_prescence,perfect_prescence,dreadful_prescence,poor_prescence,good_prescence,quit_prescence,nice_prescence,i_prescence,'m_prescence,purchase_prescence
P001,batteri life okay . camera qualiti okay . screen average . higher expectations .,1,1,1,0,0,3,0.4215,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,screen perfect . perform perfect . price perfect . i 'm satisfi purchase .,0,0,1,1,1,5,0.9022,positive,positive,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P001,batteri life good . camera qualiti quit nice . screen good . price satisfactory . i 'm satisfi purchase .,1,1,1,0,1,4,0.8779,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,batteri life good . camera qualiti good . screen quit nice . i 'm satisfi purchase .,1,1,1,0,0,4,0.8225,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,camera qualiti excellent . screen outstanding . price outstanding . i 'm satisfi purchase .,0,1,1,0,1,5,0.9136,positive,positive,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
P001,batteri life excellent . camera qualiti outstanding . screen outstanding . perform excellent . price outstanding . i 'm satisfi purchase .,1,1,1,1,1,5,0.9657,positive,positive,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
P001,batteri life dreadful . price worst . higher expectations .,1,0,0,0,1,1,-0.7906,negative,negative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
P001,price good . i 'm satisfi purchase .,0,0,0,0,1,4,0.4404,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
P001,perform mediocre . price okay . higher expectations .,0,0,0,1,1,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,perform good . i 'm satisfi purchase .,0,0,0,1,0,4,0.4404,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
P001,camera qualiti mediocre . perform mediocre . higher expectations .,0,1,0,1,0,3,0.0,neutral,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life okay . screen average . price okay . higher expectations .,1,0,1,0,1,3,0.4215,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life bad . camera qualiti bad . screen bad . perform bad . higher expectations .,1,1,1,1,0,2,-0.9325,negative,negative,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life poor . perform bad . price bad . higher expectations .,1,0,0,1,1,2,-0.8779,negative,negative,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
P001,batteri life okay . camera qualiti okay . screen mediocre . perform mediocre . higher expectations .,1,1,1,1,0,3,0.4215,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,screen quit nice . perform satisfactory . i 'm satisfi purchase .,0,0,1,1,0,4,0.6486,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P001,batteri life okay . screen average . higher expectations .,1,0,1,0,0,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,camera qualiti quit nice . perform good . i 'm satisfi purchase .,0,1,0,1,0,4,0.6908,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,batteri life bad . camera qualiti bad . screen poor . perform bad . price disappointing . higher expectations .,1,1,1,1,1,2,-0.9501,negative,negative,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
P001,camera qualiti excellent . screen outstanding . perform perfect . price perfect . i 'm satisfi purchase .,0,1,1,1,1,5,0.9442,positive,positive,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1
P001,screen good . perform quit nice . i 'm satisfi purchase .,0,0,1,1,0,4,0.6908,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,screen satisfactory . perform good . price quit nice . i 'm satisfi purchase .,0,0,1,1,1,4,0.802,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,camera qualiti okay . screen mediocre . price okay . higher expectations .,0,1,1,0,1,3,0.4215,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life quit nice . screen satisfactory . perform good . i 'm satisfi purchase .,1,0,1,1,0,4,0.802,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,batteri life okay . higher expectations .,1,0,0,0,0,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,camera qualiti quit nice . screen quit nice . i 'm satisfi purchase .,0,1,1,0,0,4,0.6808,positive,positive,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P001,batteri life good . camera qualiti good . screen satisfactory . perform quit nice . price good . i 'm satisfi purchase .,1,1,1,1,1,4,0.9186,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,camera qualiti average . price average . higher expectations .,0,1,0,0,1,3,0.0,neutral,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,camera qualiti perfect . perform excellent . i 'm satisfi purchase .,0,1,0,1,0,5,0.8126,positive,positive,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P001,batteri life outstanding . camera qualiti excellent . i 'm satisfi purchase .,1,1,0,0,0,5,0.8271,positive,positive,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
P001,batteri life good . camera qualiti satisfactory . perform quit nice . price good . i 'm satisfi purchase .,1,1,0,1,1,4,0.8779,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,"overall , product satisfactory .",0,0,0,0,0,4,0.3612,positive,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,screen okay . price mediocre . higher expectations .,0,0,1,0,1,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life poor . camera qualiti poor . higher expectations .,1,1,0,0,0,2,-0.7351,negative,negative,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
P001,batteri life satisfactory . camera qualiti good . screen good . perform satisfactory . price quit nice . i 'm satisfi purchase .,1,1,1,1,1,4,0.9118,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,batteri life worst . screen terrible . higher expectations .,1,0,1,0,0,1,-0.802,negative,negative,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
P001,batteri life average . screen mediocre . price average . higher expectations .,1,0,1,0,1,3,0.0,neutral,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,camera qualiti good . screen good . i 'm satisfi purchase .,0,1,1,0,0,4,0.7003,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
P001,batteri life bad . camera qualiti poor . screen poor . price bad . higher expectations .,1,1,1,0,1,2,-0.9217,negative,negative,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
P001,screen excellent . perform outstanding . price excellent . i 'm satisfi purchase .,0,0,1,1,1,5,0.9081,positive,positive,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
P001,batteri life okay . camera qualiti mediocre . price mediocre . higher expectations .,1,1,0,0,1,3,0.2263,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,camera qualiti okay . screen average . higher expectations .,0,1,1,0,0,3,0.2263,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,screen satisfactory . price quit nice . i 'm satisfi purchase .,0,0,1,0,1,4,0.6486,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P001,perform satisfactory . i 'm satisfi purchase .,0,0,0,1,0,4,0.3612,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
P001,batteri life poor . camera qualiti poor . screen disappointing . perform bad . higher expectations .,1,1,1,1,0,2,-0.9169,negative,negative,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
P001,batteri life perfect . screen excellent . price excellent . i 'm satisfi purchase .,1,0,1,0,1,5,0.9022,positive,positive,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P001,batteri life dreadful . camera qualiti dreadful . higher expectations .,1,1,0,0,0,1,-0.7003,negative,negative,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
P001,camera qualiti dreadful . perform dreadful . higher expectations .,0,1,0,1,0,1,-0.7003,negative,negative,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
P001,batteri life worst . perform worst . price dreadful . higher expectations .,1,0,0,1,1,1,-0.9022,negative,negative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
P001,screen quit nice . perform good . price satisfactory . i 'm satisfi purchase .,0,0,1,1,1,4,0.802,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,batteri life disappointing . screen disappointing . higher expectations .,1,0,1,0,0,2,-0.7506,negative,negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life satisfactory . screen satisfactory . i 'm satisfi purchase .,1,0,1,0,0,4,0.6124,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
P001,camera qualiti good . screen quit nice . i 'm satisfi purchase .,0,1,1,0,0,4,0.6908,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,screen terrible . perform worst . price terrible . higher expectations .,0,0,1,1,1,1,-0.8834,negative,negative,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
P001,batteri life okay . camera qualiti average . screen okay . price average . higher expectations .,1,1,1,0,1,3,0.4215,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life quit nice . camera qualiti good . i 'm satisfi purchase .,1,1,0,0,0,4,0.6908,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,camera qualiti perfect . i 'm satisfi purchase .,0,1,0,0,0,5,0.5719,positive,positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P001,batteri life good . i 'm satisfi purchase .,1,0,0,0,0,4,0.4404,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
P001,camera qualiti bad . screen disappointing . perform bad . price bad . higher expectations .,0,1,1,1,1,2,-0.9287,negative,negative,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life terrible . camera qualiti terrible . higher expectations .,1,1,0,0,0,1,-0.7351,negative,negative,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
P001,price mediocre . higher expectations .,0,0,0,0,1,3,0.0,neutral,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,screen bad . higher expectations .,0,0,1,0,0,2,-0.5423,negative,negative,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
P001,camera qualiti quit nice . price quit nice . i 'm satisfi purchase .,0,1,0,0,1,4,0.6808,positive,positive,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P001,price quit nice . i 'm satisfi purchase .,0,0,0,0,1,4,0.4215,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P001,camera qualiti perfect . screen excellent . perform outstanding . price excellent . i 'm satisfi purchase .,0,1,1,1,1,5,0.9442,positive,positive,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1
P001,batteri life satisfactory . camera qualiti satisfactory . screen quit nice . i 'm satisfi purchase .,1,1,1,0,0,4,0.7783,positive,positive,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
P001,batteri life outstanding . camera qualiti excellent . i 'm satisfi purchase .,1,1,0,0,0,5,0.8271,positive,positive,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
P001,batteri life terrible . perform dreadful . price terrible . higher expectations .,1,0,0,1,1,1,-0.8442,negative,negative,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
P001,batteri life satisfactory . i 'm satisfi purchase .,1,0,0,0,0,4,0.3612,positive,positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
P001,perform perfect . i 'm satisfi purchase .,0,0,0,1,0,5,0.5719,positive,positive,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P001,batteri life average . screen average . perform average . higher expectations .,1,0,1,1,0,3,0.0,neutral,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life perfect . camera qualiti excellent . screen perfect . perform perfect . i 'm satisfi purchase .,1,1,1,1,0,5,0.9413,positive,positive,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
P001,batteri life quit nice . camera qualiti good . screen good . i 'm satisfi purchase .,1,1,1,0,0,4,0.8225,positive,positive,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,perform dreadful . higher expectations .,0,0,0,1,0,1,-0.4404,negative,negative,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
P001,camera qualiti average . price okay . higher expectations .,0,1,0,0,1,3,0.2263,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life mediocre . screen mediocre . perform average . higher expectations .,1,0,1,1,0,3,0.0,neutral,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life outstanding . screen perfect . perform perfect . i 'm satisfi purchase .,1,0,1,1,0,5,0.9081,positive,positive,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
P001,batteri life good . screen quit nice . perform good . price satisfactory . i 'm satisfi purchase .,1,0,1,1,1,4,0.8779,positive,positive,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
P001,screen mediocre . price okay . higher expectations .,0,0,1,0,1,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,camera qualiti average . perform okay . price mediocre . higher expectations .,0,1,0,1,1,3,0.2263,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,perform mediocre . higher expectations .,0,0,0,1,0,3,0.0,neutral,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life outstanding . camera qualiti outstanding . screen perfect . perform perfect . price excellent . i 'm satisfi purchase .,1,1,1,1,1,5,0.9643,positive,positive,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1
P001,camera qualiti average . higher expectations .,0,1,0,0,0,3,0.0,neutral,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life okay . perform mediocre . higher expectations .,1,0,0,1,0,3,0.2263,positive,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,perform excellent . price excellent . i 'm satisfi purchase .,0,0,0,1,1,5,0.8126,positive,positive,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
P001,batteri life okay . camera qualiti mediocre . price okay . higher expectations .,1,1,0,0,1,3,0.4215,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life dreadful . higher expectations .,1,0,0,0,0,1,-0.4404,negative,negative,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
P001,camera qualiti okay . screen okay . perform okay . price average . higher expectations .,0,1,1,1,1,3,0.5719,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,camera qualiti mediocre . screen average . price average . higher expectations .,0,1,1,0,1,3,0.0,neutral,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life perfect . price outstanding . i 'm satisfi purchase .,1,0,0,0,1,5,0.8271,positive,positive,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
P001,camera qualiti average . price average . higher expectations .,0,1,0,0,1,3,0.0,neutral,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,batteri life okay . camera qualiti mediocre . higher expectations .,1,1,0,0,0,3,0.2263,positive,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P001,camera qualiti satisfactory . i 'm satisfi purchase .,0,1,0,0,0,4,0.3612,positive,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
